plant_name,country,fuel_group,capacity_mw,latitude,longitude
Barishal GT-unit-1 2,BGD,gas,40.0,22.6588,90.3373
Barupukuria ST 1,BGD,coal,250.0,25.5502,88.9527
Bera Peaking,BGD,oil,71.0,24.0895,89.6176
Bheramara GT (Unit-1 2 3),BGD,oil,560.0,24.0487,89.0173
Bhola CCPP GT-1 2 ST,BGD,gas,227.0,22.4786,90.7101
Bogra GBB,BGD,gas,42.0,24.8408,89.3506
CLCPC Keranigonj,BGD,oil,100.0,23.6473,90.3473
Chittagong Roazan,BGD,gas,553.0,22.457,91.9784
Faridpur,BGD,oil,54.0,23.6183,89.7733
Fenchuganj (Barakatullah),BGD,gas,296.0,24.6863,91.9189
Feni (Doreen),BGD,gas,33.0,23.9186,90.6926
Ghorasal ST :Unit-3,BGD,gas,861.0,23.9797,90.637
Gopalganj Peaking,BGD,oil,109.0,23.9797,90.637
Hathazari,BGD,oil,98.0,22.4918,91.8051
Hobiganj (Confidence-EP),BGD,gas,11.0,24.2639,91.379
Horippur Power CCPP,BGD,gas,946.0,23.6839,90.5314
Jamalpur RPP,BGD,oil,95.0,24.9103,89.9607
Jangalia (Summit),BGD,gas,85.0,23.4289,91.17
Jhulda,BGD,oil,100.0,22.2972,91.8062
Karanigonj (Powerpac),BGD,oil,100.0,23.6783,90.4295
Katakhali (Peaking),BGD,oil,100.0,24.366,88.6763
Kathpotti 52 mw,BGD,oil,52.0,23.5699,90.4804
Khulna (KPCL-2),BGD,gas,510.0,22.8646,89.5357
Kodda Gajipur,BGD,oil,149.0,23.9904,90.3429
Madanganj (Summit),BGD,oil,157.0,23.59,90.5153
Meghnaghat CCPP,BGD,gas,855.0,23.6112,90.6007
Mymensingh,BGD,gas,210.0,24.7611,90.4193
Narshingdi (Doreen),BGD,oil,22.0,23.9186,90.6926
Noapara (khanjahan ali),BGD,oil,40.0,22.3602,91.7812
Northen 55 MW,BGD,oil,55.0,23.8094,90.2433
Pagla (DPA),BGD,oil,50.0,23.6584,90.4584
Patenga 50 MW,BGD,oil,50.0,22.2385,91.8129
Rangpur GT,BGD,oil,20.0,25.7233,89.2432
Santahar Peaking,BGD,oil,50.0,24.7972,88.9839
Shahjibazar 330 MW,BGD,gas,536.0,24.2532,91.3751
Shiddirganj ST,BGD,gas,210.0,23.6846,90.517
Shikalbaha Peaking (GT),BGD,oil,261.0,22.3227,91.8651
Siddhirganj (Dutch Bangla),BGD,gas,520.0,24.3884,89.7436
Siddirgonj (Desh),BGD,oil,96.0,23.6825,90.5252
Summit Barisal 110MW,BGD,gas,110.0,22.659,90.3364
Summit Bibiana-2,BGD,gas,341.0,24.6358,91.6587
Summit Power  Comilla,BGD,gas,25.0,23.44,91.1869
Summit Power  Maona,BGD,gas,33.0,24.2276,90.4201
Summit Power (Madhabdi+Ashulia),BGD,gas,80.0,23.8901,90.0323
Summit Power Rupgonj,BGD,gas,33.0,23.755,90.5496
Sylhet (Energyprima),BGD,gas,222.0,24.9096,91.83
Thakurgaon (RZ),BGD,oil,47.0,26.0383,88.4256
Titas(Dautkandi),BGD,oil,52.0,23.5461,90.7779
Tongi GT,BGD,gas,105.0,23.897,90.4123
Ullapara (Summit),BGD,gas,11.0,24.3071,89.5512
Bereza SDPP Thermal Power Plant Belarus,BLR,gas,1130.0,52.4538,25.1926
Bobruisk CHP-2 Power Plant Belarus,BLR,gas,180.0,53.1895,29.2055
Gomel-1 CHP Power Plant Belarus,BLR,gas,6.0,52.4141,31.0031
Gomel-2 CHP Power Plant Belarus,BLR,gas,544.0,52.4492,30.8167
Grodno CHP-2 Power Plant Belarus,BLR,gas,180.0,53.6675,23.9272
Lida Power Plant Belarus,BLR,gas,43.0,53.9011,25.291
Lukoml Thermal Power Plant Belarus,BLR,gas,2460.0,54.6803,29.1341
Minsk-3 CHP CCGT Power Plant,BLR,gas,542.0,53.8799,27.6476
Minsk-4 CHP CCGT Power Plant,BLR,gas,1035.0,53.872,27.4022
Minsk-5 CHP CCGT Power Plant,BLR,gas,780.0,53.612,27.954
Mogilev CHP-2 Thermal Power Plant Ukraine,BLR,gas,345.0,53.8128,30.3421
Mozyr Thermal Power Plant Belarus,BLR,gas,195.0,51.9049,29.3136
Novopolotsk Thermal Power Plant Belarus,BLR,gas,505.0,55.5265,28.549
Orsha Cogeneration CCGT Power Plant Belarus,BLR,gas,73.0,54.4809,30.3926
Svetlogorsk CHP Power Plant Belarus,BLR,gas,155.0,52.6274,29.7708
Vitebsk Thermal Power Plant Belarus,BLR,gas,75.0,55.1689,30.1355
Zhodino CHP CCGT Power Plant,BLR,gas,54.0,54.0941,28.3505
AALTER TJ,BEL,oil,18.6,51.0902,3.4469
ANGLEUR TG 41,BEL,gas,128.0,50.6177,5.5837
Aalst Syral GT,BEL,gas,43.0,50.936,4.0355
Aalst Syral ST,BEL,gas,5.0,50.936,4.0355
Amercoeur 1 R TGV,BEL,gas,451.0,50.4304,4.3955
BEERSE TJ,BEL,oil,33.2,51.3193,4.853
BUDA TJ,BEL,oil,18.6,50.9079,4.4155
Beveren Ineos Phenolchemie,BEL,gas,22.8,51.2119,4.2563
CIERREUX TJ,BEL,oil,18.6,50.2444,5.9302
DROGENBOS DM 51,BEL,gas,5.0,50.8023,4.299
DROGENBOS GT0,BEL,gas,48.0,50.8023,4.299
DROGENBOS TGV,BEL,gas,465.0,50.8023,4.299
Deux-Acren TJ,BEL,oil,18.6,50.7303,3.8531
HAM-GENT WKK,BEL,gas,52.0,51.05,3.7167
HERDERSBRUG STEG,BEL,gas,465.0,51.2629,3.2112
INESCO WKK,BEL,gas,138.0,51.2198,4.3266
LANGERLO 1,BEL,coal,470.0,50.9405,5.4906
LANGERLO 4 REPOWERING,BEL,gas,86.0,50.934,5.4784
Marcinelle Energie (Carsid),BEL,gas,405.0,50.4138,4.4067
Noordschote TJ,BEL,oil,18.6,50.9548,2.8103
RINGVAART STEG,BEL,gas,357.0,51.1049,3.7257
SAINT-GHISLAIN STEG,BEL,gas,350.0,50.4719,3.8248
T-power Beringen,BEL,gas,422.0,51.0586,5.1056
Zedelgem TJ,BEL,oil,18.6,51.1424,3.1368
Zeebrugge 2 Fluxys,BEL,gas,40.0,51.329,3.1819
Zeebrugge TJ,BEL,oil,18.6,51.329,3.1819
Zelzate 2 Knippegroen,BEL,gas,315.0,51.1587,3.8068
Zelzate TJ,BEL,oil,18.6,51.1896,3.8078
Zwijndrecht Lanxess GT,BEL,gas,43.0,51.2382,4.3408
Zwijndrecht Lanxess ST,BEL,gas,15.0,51.2382,4.3408
Akpakpa,BEN,gas,40.5,6.3506,2.4295
Cotonou,BEN,oil,20.0,6.4263,2.3066
Aranjuez Power Plant Bolivia,BOL,gas,36.7,-19.0394,-65.2697
Bulo Bulo OCGT Power Plant Bolivia,BOL,gas,90.0,-17.2424,-64.5409
Carrasco OCGT Power Plant Bolivia,BOL,gas,152.6,-17.2125,-64.5275
El Alto (El Kenko) Power Plant Bolivia,BOL,gas,80.42,-16.5653,-68.1811
Entre Rios Power Plant Bolivia,BOL,gas,120.0,-21.52,-64.1714
Guaracachi CCGT Power Plant Bolivia,BOL,gas,350.0,-17.7875,-63.1521
Karachipampa Power Plant Bolivia,BOL,gas,14.4,-19.551,-65.722
Santa Cruz Power Plant Bolivia,BOL,gas,42.3,-17.7549,-63.1398
Valle Hermoso Power Plant Bolivia,BOL,gas,167.0,-17.4302,-66.1169
Gacko Coal CHP Power Plant Bosnia and Herzegovina,BIH,coal,300.0,43.1724,18.5128
Kakanj CHP Power Plant Bosnia and Herzegovina,BIH,coal,450.0,44.0899,18.1143
Tuzla CHP Power Plant Bosnia and Herzegovina,BIH,coal,730.0,44.5215,18.6056
Ugljevik CHP Coal Power Plant Bosnia and Herzegovina,BIH,coal,300.0,44.6829,18.9671
Morpule,BWA,coal,732.0,-22.5223,27.0491
Sua Pan Soda Ash,BWA,coal,14.0,-21.1667,27.5167
3M Itapetininga,BRA,oil,3.84,-23.5927,-48.0901
3M Sumaré,BRA,oil,6.4,-22.8152,-47.1781
AJ Rorato,BRA,oil,2.19,-23.9277,-52.4869
ALLIANZ PARQUE,BRA,oil,3.8744,-23.5218,-46.6691
AMBEV - João Pessoa,BRA,oil,1.35,-7.111,-34.8536
ANHANGUERA EDUCACIONAL SA - CAMPO GRANDE,BRA,oil,2.16,-20.4633,-54.5918
Abatedouro São Salvador,BRA,oil,3.688,-16.0044,-49.7867
Abunã,BRA,oil,3.18,-9.6868,-65.3633
Adria,BRA,oil,2.04,-21.251,-48.3125
Adriana Agrícola,BRA,oil,1.46,-16.9399,-53.5185
Aeroporto Internacional Eduardo Gomes,BRA,oil,1.008,-3.0293,-60.0239
Aeroporto Internacional Pinto Martins - Terminal de Passageiros (TPS-1),BRA,oil,1.08,-3.7737,-38.5321
Aeroporto Internacional Salgado Filho,BRA,oil,2.704,-30.029,-51.2205
Aeroporto Internacional Tancredo Neves,BRA,oil,2.2,-19.6371,-43.9625
Aeroporto Internacional de Brasília,BRA,oil,2.42,-15.8627,-47.9072
Aeroporto Internacional de Congonhas - São Paulo,BRA,oil,2.273,-23.6234,-46.6464
Aeroporto Internacional de Rio Branco,BRA,oil,1.032,-9.8627,-67.8905
Aeroporto Internacional de Salvador,BRA,oil,2.023,-12.9041,-38.3153
Aeroporto Internacional de São Paulo/Guarulhos-Central Elétrica de Emergência CEE,BRA,oil,9.6,-23.4293,-46.4571
Aeroporto Internacional de Viracopos - Campinas,BRA,oil,3.865,-23.0029,-47.1249
Aeroporto Internacional do Recife,BRA,oil,2.368,-8.1297,-34.9085
Agudos Ambev,BRA,oil,4.8,-22.465,-48.9785
Ahlstrom,BRA,gas,1.3,-23.082,-46.9415
Ala Polo,BRA,oil,1.456,-23.6461,-46.6386
Albrás,BRA,oil,4.96,-1.502,-48.6165
Alcoa Beneficiamento,BRA,oil,9.828,-2.506,-56.1625
Alcoa Porto,BRA,oil,5.644,-2.172,-56.1635
Alcon Laboratórios do Brasil,BRA,oil,1.265,-23.5435,-46.6266
Altero Design,BRA,oil,2.032,-29.6341,-50.9975
Alterosa,BRA,oil,8.0,-19.8563,-44.5989
Altos,BRA,oil,13.12,-5.0321,-42.4358
Alumar,BRA,coal,75.2,-2.7028,-44.3415
Alunorte,BRA,coal,103.854,-1.5374,-48.723
Alvarães,BRA,oil,3.18,-3.2293,-64.7739
Amapá Garden Shopping,BRA,oil,4.6000000000000005,0.0124,-51.072
Amaturá,BRA,oil,1.92,-3.3668,-68.1866
Anamã,BRA,gas,1.299,-3.5514,-61.4128
Anori,BRA,gas,2.742,-3.7068,-61.6518
Aparecida Parte I,BRA,oil,240.74,-3.1257,-60.0233
Aparecida Parte II,BRA,oil,8.4,-3.1257,-60.0233
Aparecida Parte III,BRA,oil,2.4,-3.1257,-60.0281
Apiacás,BRA,oil,3.148,-9.5527,-57.3722
Apuí,BRA,oil,5.0,-7.1985,-59.8775
Aracati,BRA,oil,11.48,-4.5491,-37.7605
Araguaia Shopping,BRA,oil,2.4,-16.639,-49.2653
Araras DPA,BRA,oil,1.28,-22.3661,-47.3713
Araras Nescafé,BRA,oil,1.052,-22.3622,-47.3715
Araucária,BRA,gas,484.15,-25.5843,-49.3464
Arembepe (Antiga Camaçari Pólo de Apoio I),BRA,oil,150.0,-12.6863,-38.2925
Asfor,BRA,gas,3.35,-3.7817,-38.5182
Aspebras Bahia,BRA,oil,1.64,-12.7641,-38.3913
Assembleia Paraense,BRA,oil,1.524,-1.413,-48.4363
Assis Brasil - TECG,BRA,oil,2.2,-10.9428,-69.5747
Associação Pró-Ensino Novo Hanburgo,BRA,oil,1.944,-29.6743,-51.1211
Atacadão Ipiranga,BRA,oil,1.08,-23.5773,-46.5918
Atacadão Jacui,BRA,oil,1.0,-23.492,-46.4467
Atacadão Matriz,BRA,oil,1.48,-23.5252,-46.5762
Atacadão SA Brasilia,BRA,oil,1.08,-15.7318,-47.8961
Atacadão SA Cuiaba Porto,BRA,oil,1.2,-15.6109,-56.0933
Atacadão SA Taguatinga,BRA,oil,1.12,-15.7942,-47.8822
Atalaia,BRA,gas,4.6000000000000005,-10.907,-37.0625
Atalaia do Norte,BRA,oil,1.52,-4.3316,-70.1461
Aureliano Chaves (Antiga Ibirité),BRA,gas,226.0,-19.9866,-44.0889
Autazes,BRA,oil,6.042,-3.5755,-59.1233
Açominas,BRA,coal,102.89,-20.5355,-43.6986
BASF ANC,BRA,oil,1.0,-23.6832,-46.5575
BASF DEM,BRA,oil,2.2224,-23.7455,-46.5528
BASF IND,BRA,oil,1.028,-23.1388,-47.2372
BASF JAC,BRA,oil,1.12,-23.2702,-45.9644
BAXTER,BRA,oil,2.0,-23.6768,-46.6822
BENVETEX TEXTIL,BRA,oil,1.84,-26.8842,-49.2004
BIGFER FIXADORES,BRA,oil,1.2,-29.2243,-51.3489
BIGFER MATRIZ,BRA,oil,1.4784000000000002,-29.2271,-51.3486
BOULEVARD BELÉM,BRA,oil,4.44,-1.4518,-48.495
BSA SU,BRA,oil,2.144,-15.7924,-47.8797
BT LATAM - HORTOLANDIA,BRA,oil,2.1744000000000003,-22.8967,-47.2036
Bagre,BRA,oil,1.222,-1.8932,-50.2016
Bahia I - Camaçari,BRA,oil,31.8,-12.6616,-38.3255
Baixada Fluminense,BRA,gas,530.0,-22.7183,-43.6335
Banco Santander Brasil,BRA,oil,1.8,-23.5435,-46.6265
Bangu Shopping 2,BRA,gas,2.0544,-22.8749,-43.4578
Barbosa Lima Sobrinho (Antiga Eletrobolt),BRA,gas,375.12,-22.7155,-43.6378
Barcelos,BRA,oil,4.26,-0.963,-62.9241
Basf Guaratinguetá,BRA,oil,3.0500000000000003,-22.7766,-45.1595
Basílica Nossa Senhora da Conceição Aparecida,BRA,oil,1.296,-22.843,-45.2205
Baturité,BRA,oil,11.48,-4.3246,-38.8755
Bayer,BRA,gas,3.84,-23.544,-46.6265
Bebidas Ipiranga,BRA,oil,3.75,-21.1426,-47.8215
Belo Jardim,BRA,oil,43.839,-10.0055,-67.7205
Benjamin Constant,BRA,oil,5.1000000000000005,-4.3521,-70.0258
Bergamais,BRA,oil,1.92,-23.4735,-46.6361
Bergamini,BRA,oil,2.72,-23.5435,-46.6266
Biancogrês,BRA,gas,5.11,-20.125,-40.2985
Big Umuarama,BRA,oil,1.0,-23.6758,-53.4052
Bimbo,BRA,oil,1.016,-29.9405,-50.9825
Bimbo do Brasil,BRA,oil,1.48,-23.5435,-46.6266
Blanver Cogeração,BRA,gas,2.0,-23.5316,-46.9603
Blue Tree Park Angra dos Reis,BRA,oil,2.0,-23.003,-44.3085
Boa Vista do Ramos,BRA,oil,2.062,-2.9649,-57.5786
Boca do Acre,BRA,oil,11.3,-8.7641,-67.3094
Bompreço Fortaleza,BRA,oil,1.12,-3.7132,-38.5336
Bompreço Maceió,BRA,oil,1.0,-9.6618,-35.7258
Bompreço Passo Fundo,BRA,oil,1.0,-28.2588,-52.3972
Brahma,BRA,gas,13.08,-22.9192,-43.4408
Brasil Verde,BRA,coal,1.2,-19.749,-44.8875
Brasilgráfica,BRA,oil,1.2,-23.507,-46.8665
Braskem PVC-AL,BRA,gas,2.9,-9.6746,-35.9565
Brasília,BRA,oil,10.0,-15.7968,-47.9403
Brumado,BRA,oil,12.895,-14.196,-41.6572
Budai,BRA,oil,1.0704,-23.5235,-46.893
Buettner,BRA,oil,3.6,-27.094,-48.908
Byk,BRA,oil,2.0,-22.702,-46.9765
CAE South,BRA,oil,1.016,-23.4628,-46.5333
CAMPINAS - 1,BRA,oil,1.12,-22.9111,-47.0964
CARBOFER,BRA,oil,1.104,-20.1602,-44.9091
CARGILL AGRICOLA SA CNPJ: 60.498.706/0130-54,BRA,oil,1.08,-18.3519,-49.2197
CAS-BC,BRA,oil,1.944,-22.9044,-47.0625
CATERPILLAR 2500KVA 3412 UNIDADE CAMPO DO MEIO,BRA,oil,2.0,-21.8438,-46.4923
CATUAÍ MARINGÁ,BRA,oil,2.8000000000000003,-23.4163,-51.9611
CD Cordeirópolis,BRA,oil,1.44,-22.4888,-47.3903
CECOL,BRA,oil,1.0992000000000002,-22.478,-47.4472
CENPES - Petrobrás,BRA,gas,16.065,-22.899,-43.1985
CERÂMICA PORTO FERREIRA,BRA,oil,3.264,-21.8499,-47.4697
CEUMA - ASSOCIAÇÃO DE ENSINO SUPERIOR,BRA,oil,1.524,-2.5268,-44.2972
CIF Mineração,BRA,oil,3.6,-21.7551,-42.5483
CINAL/TRIKEM,BRA,gas,3.1875,-9.706,-35.8855
CINDACTA IV,BRA,oil,2.5,-3.0574,-60.077
CNH Alvorada do Oeste,BRA,oil,6.74,-11.335,-62.2767
CNH Buritis,BRA,oil,18.0,-10.2125,-63.8294
CNH Campo Novo,BRA,oil,3.52,-10.5681,-63.6072
CNH Costa Marques,BRA,oil,6.74,-12.4342,-64.2225
CNH Cujubim,BRA,oil,12.0,-9.3633,-62.5856
CNH Distrito de Triunfo,BRA,oil,8.6,-9.2851,-63.1306
CNH Machadinho,BRA,oil,15.0,-9.4164,-61.9947
CNH Nova Califórnia,BRA,oil,4.84,-9.7378,-66.6061
CNH São Francisco,BRA,oil,8.1,-12.0406,-63.5722
CNH União Bandeirantes,BRA,oil,6.72,-9.7008,-64.5192
CNH Vale do Anari,BRA,oil,4.84,-9.8639,-62.1658
CNH Vila Extrema,BRA,oil,4.84,-9.7719,-66.3425
CNH Vista Alegre,BRA,oil,9.2,-9.6469,-65.725
CNT,BRA,oil,36.0,-14.3432,-48.4308
COCAM CIA DE CAFÉ SOLÚVEL E DERIVADOS,BRA,oil,2.24,-21.1268,-48.9628
CONCESSIONARIA AEROPORTO RIO DE JANEIRO SA,BRA,oil,3.2,-22.8061,-43.2582
CONDOMINIO EDIFICIO SHOPPING PATIO MACEIO,BRA,oil,2.6,-9.5546,-35.7366
CONDOMINIO SAO CONRADO FASHION MALL,BRA,oil,1.1,-22.9924,-43.25
CONDOMINIO VOLUNTARIO VIA VERDE SHOPPING CENTER,BRA,oil,1.7592,-9.9818,-67.8383
COSIMAT,BRA,oil,2.0,-19.5488,-44.0664
CST,BRA,oil,225.1,-20.125,-40.2985
CTA-MR,BRA,oil,2.016,-25.4233,-49.2803
CTE Fibra,BRA,gas,8.812,-22.696,-47.3422
Caapiranga,BRA,gas,1.299,-3.3255,-61.2016
Cabo de Santo Agostinho,BRA,oil,2.0,-8.283,-35.0255
Cabot Mauá,BRA,oil,7.0,-23.6367,-46.4621
Cadam,BRA,oil,24.992,0.3843,-53.954
Calçados Azaléia,BRA,oil,7.5,-15.245,-40.2385
Calçoene,BRA,oil,1.296,2.502,-50.9395
Camaçari,BRA,gas,130.71,-12.694,-38.3145
Camaçari,BRA,gas,346.803,-12.5975,-38.2732
Camera Ijui,BRA,oil,1.104,-28.4317,-53.878
Camera Santa Rosa,BRA,oil,3.12,-27.8548,-54.4707
Camera São Luiz Gonzaga,BRA,oil,1.6,-28.4007,-54.9626
Campina Grande,BRA,oil,169.08,-7.2307,-35.89
Campo Maior,BRA,oil,13.12,-4.8424,-42.1836
Campos (Antiga Roberto Silveira),BRA,gas,30.0,-21.7155,-41.3285
Canatiba Tupis,BRA,oil,2.7,-22.7731,-47.366
Candiota III,BRA,coal,350.0,-31.5458,-53.6566
Capuava,BRA,oil,18.02,-23.66,-46.5285
Caracaraí,BRA,oil,10.956,1.8265,-61.1136
Carauari,BRA,oil,5.456,-5.1149,-67.3281
Careiro da Várzea,BRA,oil,2.5,-3.1938,-59.7647
Carioca Shopping,BRA,gas,3.2,-22.899,-43.1985
Carrefour - RPN,BRA,oil,1.44,-21.1593,-47.8055
Carrefour - SON,BRA,oil,1.44,-23.4861,-47.4719
Carrefour BGU,BRA,oil,1.08,-23.4643,-46.5122
Carrefour CPS,BRA,oil,1.44,-22.8496,-47.0178
Carrefour SAV,BRA,oil,1.44,-23.9632,-46.36
Carrefour SPT,BRA,oil,1.44,-23.5188,-46.5914
Casa de Geradores de Energia Elétrica F-242,BRA,gas,9.0,-23.0951,-45.822
Castelo Branco Office Park,BRA,oil,2.025,-23.5066,-46.8666
Caterpillar,BRA,oil,11.48,-22.7033,-47.6246
Catuai Shopping Center Londrina,BRA,oil,2.8992,-29.1742,-51.2178
Caucaia,BRA,oil,14.76,-3.7327,-38.6434
Ceasa-PE,BRA,oil,1.6,-8.0668,-34.9225
Cebrace Barra Velha,BRA,oil,2.7528,-26.6347,-48.7047
Cebrace Caçapava,BRA,oil,4.0,-23.1314,-45.7531
Cebrace Jacarei,BRA,oil,2.4,-23.2847,-45.9417
Cedasa,BRA,oil,3.567,-22.453,-47.5205
Celpav II,BRA,oil,32.6,-21.5487,-47.7725
Celpav IV,BRA,gas,139.424,-23.2949,-45.981
Celso Furtado (Antiga Termobahia Fase I),BRA,gas,185.891,-12.7038,-38.5669
Cencosud - GBarbosa - 153,BRA,oil,1.0,-12.9159,-38.4431
Cencosud - GBarbosa - 31,BRA,oil,1.44,-12.9792,-38.4697
Cencosud - GBarbosa - 35,BRA,oil,1.08,-12.9914,-38.4486
Cencosud - GBarbosa - 6,BRA,oil,1.08,-10.9414,-37.0581
Cencosud - GBarbosa - 81,BRA,oil,1.08,-9.6312,-35.6999
Cencosud - GBarbosa - 84,BRA,oil,1.08,-9.6489,-35.7058
Cencosud - M. Rodrigues - 10,BRA,oil,1.2,-12.9006,-38.3326
Cencosud - M. Rodrigues - 607,BRA,oil,1.2,-9.4253,-40.5055
Cencosud - M. Rodrigues - 806,BRA,oil,1.2,-10.9386,-37.0828
Center Shopping Uberlândia,BRA,oil,2.1792,-18.91,-48.2594
Central de Cogeração Shopping Caxias,BRA,gas,1.3,-22.7818,-43.3025
Centro Administrativo Farroupilha,BRA,oil,1.041,-30.029,-51.2205
Cervejaria Petrópolis,BRA,oil,4.352,-22.31,-42.8644
Cervejaria Petrópolis - Alagoinhas,BRA,oil,3.1056,-12.0843,-38.3436
Cervejatia Petrópolis - Itapissuma,BRA,oil,3.1056,-7.7943,-34.9166
Cerâmica Urussanga,BRA,oil,2.448,-28.5308,-49.3094
Cerâmicos Fortaleza,BRA,oil,1.92,-22.407,-47.5515
Cesar Park Business Hotel/Globenergy,BRA,gas,2.1,-23.459,-46.5235
Chris Cintos,BRA,oil,4.0,-23.6461,-46.6386
Chupinguaia,BRA,oil,5.41,-12.5333,-60.8889
Cia Minuano,BRA,oil,1.016,-29.3584,-51.9556
Cia de Alimentos Ibituruna,BRA,oil,2.0,-18.7794,-41.9541
Cidade Nova,BRA,oil,15.6,-3.0241,-59.9592
Citrosuco,BRA,oil,2.3000000000000003,-22.5945,-47.3542
Codajás,BRA,gas,3.656,-3.8366,-62.053
Cogeracao Diesel - Cargilll de Castro Pr,BRA,oil,1.80115,-24.7758,-49.8856
Cogeração De Millus Av. Brasil,BRA,gas,3.69926,-22.9192,-43.4408
Cogeração International Paper - Fases I e II,BRA,oil,50.5,-22.3563,-46.9605
Color Visão do Brasil Indústria Acrílica,BRA,oil,2.4,-21.2305,-50.5078
Colorado do Oeste,BRA,oil,10.946,-13.1149,-60.5186
Combustol,BRA,oil,2.1750000000000003,-23.4864,-46.7439
Companhia Brasileira de Vidros Planos,BRA,oil,4.5360000000000005,-7.5084,-34.9747
Companhia Maranhense de Refrigerantes - Varzea Grande,BRA,oil,4.0,-15.6103,-56.1544
Complem,BRA,oil,1.246,-17.6875,-49.1329
Component,BRA,oil,1.62,-23.682,-46.6135
Condominio Edificio Faria Lima Financial Center,BRA,oil,1.8016,-23.5822,-46.6736
Condominio de Administraçao do Goiania Shopping,BRA,oil,3.64,-16.7083,-49.2725
Condomínio Canoas Shopping Center,BRA,oil,1.334,-29.914,-51.1745
Condomínio Civil Pantanal Shopping,BRA,oil,3.36,-15.592,-56.0875
Condomínio Edifício Nova São Paulo,BRA,oil,1.416,-23.6288,-46.7015
Condomínio Edifícios New York e Los Angeles,BRA,oil,2.0,-23.6461,-46.6386
Condomínio Edilício Pátio Belém,BRA,oil,1.28,-1.4558,-48.5044
Condomínio SP Market Center,BRA,oil,4.0,-23.674,-46.688
Condomínio Shopping Center Lapa,BRA,oil,1.92,-12.967,-38.5015
Condomínio World Trade Center,BRA,gas,5.25,-23.6032,-46.6874
Condomínio do Castanheira Shopping Center,BRA,oil,2.56,-1.3624,-48.3628
Consórcio Condomínio Catarina Fashion Outlet,BRA,oil,2.4,-23.4166,-47.1528
Contagem,BRA,gas,19.299,-19.9432,-44.0061
CooperSul,BRA,oil,1.44,-31.7595,-52.474
Copa DOr,BRA,oil,1.6,-22.899,-43.1985
Copebrás Catalão,BRA,oil,14.8,-18.166,-47.9325
Copesul,BRA,oil,74.4,-29.939,-51.7085
Corfio,BRA,oil,1.48,-26.7716,-51.0058
Cory,BRA,oil,1.44,-21.36,-46.9305
Cosima,BRA,coal,4.9,-3.6875,-45.428
Cosipa II,BRA,coal,18.5,-23.8608,-46.3623
Cosipar,BRA,coal,14.0,-5.365,-49.1085
Crato,BRA,oil,13.12,-7.2324,-39.478
Cristalina Alimentos,BRA,oil,1.92,-16.6947,-47.5085
Cromex - BA,BRA,oil,1.296,-12.8236,-38.4245
Cruzeiro do Sul,BRA,oil,24.210400000000003,-7.6116,-72.665
Cruzeiro do Sul  CEA,BRA,oil,33.12,-7.6308,-72.67
Cuiabá (Antga Mário Covas),BRA,gas,529.2,-15.596,-56.097
DHB Componentes Automotivos (Unidade 1),BRA,oil,1.016,-30.0914,-51.1556
DHB Componentes Automotivos (Unidade 2),BRA,oil,2.032,-30.0914,-51.1556
DTCEA-MN,BRA,oil,1.0,-3.1423,-59.9705
Daia,BRA,oil,44.44,-16.398,-48.9344
Dakota Calçados,BRA,oil,1.095,-10.7343,-37.8016
Distribuidora Amaral,BRA,oil,1.5,-20.1197,-44.9212
Distrito - Bloco Soenergy,BRA,oil,21.32,2.7617,-60.7247
Do Atlântico,BRA,oil,490.0,-22.9096,-43.7297
Doce Mineiro,BRA,oil,2.24,-18.7541,-49.2632
Dori Alimentos,BRA,oil,3.75,-22.1743,-49.9736
EMPRESA DE MINERAÇÃO ESPERANÇA S A - EMESA,BRA,oil,3.12,-20.117,-44.2141
ENGEFLEX BAHIA,BRA,oil,3.648,-14.8621,-40.83
ESPIGÃO I,BRA,gas,3.5871999999999997,-2.5896,-43.1995
ETA006,BRA,oil,1.12,-10.2875,-48.2956
ETERNIT RIO DE JANEIRO,BRA,oil,1.524,-22.8349,-43.3605
Edifício Odebrecht,BRA,oil,1.3,-23.5678,-46.6939
Edifício Rochaverá,BRA,oil,5.47,-23.544,-46.6265
Edifício Sky,BRA,gas,1.3,-23.6461,-46.6386
Editora o Dia,BRA,oil,3.3000000000000003,-22.899,-43.1985
Eirunepé,BRA,oil,6.33,-6.6566,-69.8666
Electron (TG),BRA,oil,120.0,-3.121,-59.9186
Elekeiroz,BRA,oil,8.988,-23.2038,-46.8144
Elektro 4UGs,BRA,oil,1.656,-22.9927,-47.0976
Ematex,BRA,oil,1.247,-19.7756,-44.0626
Energy Works Kaiser Pacatuba,BRA,gas,5.5520000000000005,-3.98,-38.6105
EnergyWorks Corn Products Balsa,BRA,gas,9.199,-25.58,-49.6265
EnergyWorks Corn Products Mogi,BRA,gas,30.775,-22.368,-46.9325
Enguia Pecém,BRA,oil,14.76,-3.598,-39.0477
Envira,BRA,oil,3.38,-7.4368,-70.0203
Esdeva,BRA,oil,2.545,-21.7602,-43.3408
Espirito Santo,BRA,oil,1.44,-19.9196,-43.9289
Eternit,BRA,oil,2.96,-25.2877,-49.2147
Eternit Simões Filho,BRA,oil,1.44,-12.7805,-38.3944
Euzébio Rocha (Antiga Cubatão - CCBS),BRA,gas,249.9,-23.9293,-46.4239
Extra Aracaju,BRA,oil,1.408,-10.9071,-37.0622
